Record ID,URL,Status
8457,https://meaningness.substack.com/p/meta-rationality-illustrated-software,Success
8462,https://meaningness.substack.com/p/news-and-notes-march-2024,Success
8470,https://meaningness.substack.com/p/who-to-read-to-keep-up-with-ai,Success
8456,https://meaningness.substack.com/p/the-piss-test,Success
8463,https://meaningness.substack.com/p/learning-kindness-skills,Success
8464,https://meaningness.substack.com/p/meta-rational-practices-overview-2,Success
8459,https://meaningness.substack.com/p/sorcery,Success
8474,https://meaningness.substack.com/p/new-vampire-novel-chapter-for-halloween,Success
8468,https://meaningness.substack.com/p/getcha-boots-on,Success
8473,https://meaningness.substack.com/p/seriously-bright-lights-vs-the-winter-blahs,Success
8460,https://meaningness.substack.com/p/penicillin-a-case-study-in-meta-rationality,Success
8471,https://meaningness.substack.com/p/better-without-ai-now-in-paperback-and-kindle,Success
8458,https://meaningness.substack.com/p/making-meta-rationality-available,Success
8461,https://meaningness.substack.com/p/ultraspeaking,Success
8465,https://meaningness.substack.com/p/meta-rational-practices-overview,Success
8466,https://meaningness.substack.com/p/the-plan-for-meta-rationality,Success
8469,https://meaningness.substack.com/p/encourage-my-work-and-get-extra-fun,Success
8467,https://meaningness.substack.com/p/substack-unexpected-possibilities,Success
8472,https://meaningness.substack.com/p/the-big-infodump-chapter,Success
8475,https://meaningness.substack.com/p/new-meditation-book,Success
8476,https://meaningness.substack.com/p/relating-as-beneficent-space,Success
8477,https://meaningness.substack.com/p/a-non-statement-ain-t-framework,Success
5719,https://paulgraham.com/kids.html,Success
5675,https://paulgraham.com/kids.html,Success
5712,https://paulgraham.com/orth.html,Success
5711,https://paulgraham.com/conformism.html,Success
5787,https://paulgraham.com/makersschedule.html,Success
5876,https://paulgraham.com/say.html,Success
5704,https://paulgraham.com/worked.html,Success
5706,https://paulgraham.com/ace.html,Success
5720,https://paulgraham.com/lesson.html,Success
5689,https://paulgraham.com/users.html,Success
5717,https://paulgraham.com/mod.html,Success
5699,https://paulgraham.com/nft.html,Success
5722,https://paulgraham.com/genius.html,Success
5728,https://paulgraham.com/ineq.html,Success
5757,https://paulgraham.com/ycstart.html,Success
5752,https://paulgraham.com/hw.html,Success
5751,https://paulgraham.com/startupideas.html,Success
5892,https://paulgraham.com/rootsoflisp.html,Success
5815,https://paulgraham.com/trolls.html,Success
5705,https://paulgraham.com/earnest.html,Success
5718,https://paulgraham.com/fp.html,Success
5775,https://paulgraham.com/top.html,Success
5709,https://paulgraham.com/early.html,Success
8478,https://meaningness.substack.com/p/the-learning-relationship,Success
8479,https://meaningness.substack.com/p/misunderstanding-adult-stage-theory,Success
8507,https://meaningness.substack.com/p/sneak-preview,Success
8486,https://meaningness.substack.com/p/can-you-prove-frogs-exist,Success
8494,https://meaningness.substack.com/p/evolving-ground,Success
8490,https://meaningness.substack.com/p/ancient-of-days,Success
8499,https://meaningness.substack.com/p/ideology-and-its-uncanny-absence,Success
8493,https://meaningness.substack.com/p/meaningless-day-job,Success
8510,https://meaningness.substack.com/p/and-now-for-something-completely-different,Success
8501,https://meaningness.substack.com/p/oops-it-did-it-again,Success
8485,https://meaningness.substack.com/p/upsetting-all-your-gravity-and-quantums-and-stuffs,Success
8484,https://meaningness.substack.com/p/a-fully-meta-rational-newsletter,Success
8491,https://meaningness.substack.com/p/that-is-not-dead-which-can-eternal-lie,Success
8505,https://meaningness.substack.com/p/in-which-i-am-embarrassed,Success
8506,https://meaningness.substack.com/p/cutover,Success
8497,https://meaningness.substack.com/p/because-we-do-do-that,Success
8488,https://meaningness.substack.com/p/becoming-vaster-than-ideology,Success
8495,https://meaningness.substack.com/p/a-whole-lot-of-nothing,Success
8481,https://meaningness.substack.com/p/gradient-dissent,Success
8482,https://meaningness.substack.com/p/better-without-ai,Success
8503,https://meaningness.substack.com/p/meaningness-the-audiobook,Success
8496,https://meaningness.substack.com/p/meaning-is-here-now,Success
8500,https://meaningness.substack.com/p/want-to-live-in-berkeley-plus-vampire-romance,Success
8512,https://meaningness.substack.com/p/something-really-odd-in-lunar-crater-x9-pdq-17b,Success
8502,https://meaningness.substack.com/p/orbiting-the-territory,Success
8483,https://meaningness.substack.com/p/halloween-special-the-dead-don-t-think,Success
8492,https://meaningness.substack.com/p/trick-or-treat,Success
8487,https://meaningness.substack.com/p/how-can-you-justify-flossing-your-teeth,Success
8509,https://meaningness.substack.com/p/hackity-hack,Success
8489,https://meaningness.substack.com/p/help-in-a-hyena-crisis,Success
8508,https://meaningness.substack.com/p/aspects-of-the-theory-of-breakfast,Success
8511,https://meaningness.substack.com/p/power-tools-for-confusion,Success
8498,https://meaningness.substack.com/p/a-snoozy-bat-and-a-weasel-word,Success
8504,https://meaningness.substack.com/p/do-you-believe-you-have-two-thumbs,Success
8480,https://meaningness.substack.com/p/how-ai-systems-work-actually,Success
8518,https://meaningness.substack.com/p/conceptual-shapes-and-quantifying-nebulosity,Success
8513,https://meaningness.substack.com/p/the-bayesian-elimination-decree-of-1789,Success
8520,https://meaningness.substack.com/p/working-with-mostly-truths,Success
8521,https://meaningness.substack.com/p/what-does-meta-rationality-feel-like,Success
8514,https://meaningness.substack.com/p/with-the-assistance-of-cannibal-witches,Success
8516,https://meaningness.substack.com/p/sciencing-without-help-from-fairies,Success
8522,https://meaningness.substack.com/p/noticing-it-when-you-get-meta-rational,Success
8519,https://meaningness.substack.com/p/making-mostly-truth-mostly-unproblematic,Success
8515,https://meaningness.substack.com/p/they-are-off-in-outer-space-anyway,Success
8517,https://meaningness.substack.com/p/unfortunately-there-is-no-national-omelet-registry,Success
8531,https://sashachapin.substack.com/p/process-notes-i-am-becoming-more,Success
8525,https://sashachapin.substack.com/p/6-short-essays-about-launching-a,Success
8526,https://sashachapin.substack.com/p/our-first-three-perfumes,Success
8524,https://meaningness.substack.com/p/the-whole-introduction-and-reasonable-believings,Success
8539,https://sashachapin.substack.com/p/talking-enneagram-7-blues,Success
8535,https://sashachapin.substack.com/p/process-notes-iso-e-super,Success
8536,https://sashachapin.substack.com/p/10x-happiness-increases-are-possible,Success
8523,https://meaningness.substack.com/p/explaining-rationality-changing-my-twitter-demeanor-and-prompts-for-reflection,Success
8534,https://sashachapin.substack.com/p/what-ive-learned-from-frank-conversation,Success
8560,https://sashachapin.substack.com/p/meeting-my-doppelganger-at-a-whole,Success
8547,https://sashachapin.substack.com/p/completely-letting-go-of-control,Success
8527,https://sashachapin.substack.com/p/our-perfume-line-is-here,Success
8543,https://sashachapin.substack.com/p/how-to-be-less-neurotic-about-getting,Success
8554,https://sashachapin.substack.com/p/what-ive-learned-so-far-from-making,Success
8528,https://sashachapin.substack.com/p/i-was-not-acting-like-me-are-you,Success
8532,https://sashachapin.substack.com/p/50-things-i-know,Success
8545,https://sashachapin.substack.com/p/certain-ways-that-try-harder-can,Success
8530,https://sashachapin.substack.com/p/on-awful-behavior-from-awakened-people,Success
8549,https://sashachapin.substack.com/p/connecting-via-the-no-self,Success
8541,https://sashachapin.substack.com/p/playing-in-the-ruins,Success
8529,https://sashachapin.substack.com/p/come-hang-out-with-me-july-update,Success
8546,https://sashachapin.substack.com/p/my-new-course-is-out-today-yay,Success
8561,https://sashachapin.substack.com/p/what-the-humans-like-is-responsiveness,Success
8550,https://sashachapin.substack.com/p/connecting-with-people-more-easily,Success
10862,https://thebaffler.com/latest/fresh-hell-robofop,Success
8548,https://sashachapin.substack.com/p/should-you-meditate-and-also-what,Success
8555,https://sashachapin.substack.com/p/the-spirit-does-whatever-it-wants,Success
8565,https://sashachapin.substack.com/p/being-an-extremely-niche-internet,Success
8563,https://sashachapin.substack.com/p/how-to-roam-around-your-own-head,Success
8556,https://sashachapin.substack.com/p/what-maximum-productivity-looks-like,Success
8559,https://sashachapin.substack.com/p/going-from-being-a-good-listener,Success
8540,https://sashachapin.substack.com/p/process-notes-ethyl-maltol,Success
8552,https://sashachapin.substack.com/p/that-time-my-dick-didnt-work,Success
8558,https://sashachapin.substack.com/p/have-an-actually-fun-wedding,Success
8553,https://sashachapin.substack.com/p/sasha-dreams-of-a-better-sushi-documentary,Success
8538,https://sashachapin.substack.com/p/acting-like-emotions-dont-exist-is,Success
8557,https://sashachapin.substack.com/p/give-up-a-meditation-technique,Success
